site,myear,date,p4file,dow,j.wk,te.re.wk,time,temp,gage,mode,trapmode,startstop,revolutions,rpm,threerottime,but.new,but.re,coh.new,coh.re,coh.mort,hch.new,hch.pit,hch.pre,hch.re,hch.mort,chs.new,chs.pit,chs.clip,chs.nm,chs.pre,chs.re.true,chs.re.mort,chs.gen,chs.mort.c,chs.mort.m,chs.te.pit,chs.te.clip,chs.te.all,chs.re.pit,chs.re.clip,chs.re.all,sts.new,sts.pit,sts.clip,sts.nm,sts.scales,sts.re.true,sts.re.mort,sts.mort.c,sts.mort.m,sts.te.pit,sts.te.clip,sts.te.all,sts.re.pit,sts.re.clip,sts.re.all,comments
LOS,2019,2018-11-21,OGR-2018-325-LT1,Wednesday,47,47,09:35,0,38,CON/STP,CON,STP,4482,,,0,0,0,0,0,0,,0,0,0,64,0,0,61,0,3,0,0,0,,0,0,0,6,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,3,3,Trap shut down for Thanksgiving weekend and winter tagging.
LOS,2019,2018-12-03,,Monday,49,48,12:00,,31,STR,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2018-12-04,OGR-2018-338-LT1,Tuesday,49,49,10:50,0.5,22,INT/STR,INT,,855,,01'44.75,0,0,0,0,0,0,,0,0,0,6,6,0,0,0,0,0,0,0,,6,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Cone raised ~4 inches due to drop in water level.
LOS,2019,2018-12-05,No File,Wednesday,49,49,10:30,0,22,INT/STP,INT,STP,835,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cone stopped upon arrival due to lack of water. Trap unabe to run - stopped
LOS,2019,2018-12-10,,Monday,50,49,,,,,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2018-12-11,OGR-2018-345-LT1,Tuesday,50,50,10:00,1,31,CON,CON,,11,,"1''3"".07",0,0,0,0,0,0,,0,0,0,56,53,0,1,0,2,0,10,0,,20,0,20,0,0,0,10,1,9,0,4,0,0,0,0,1,9,10,0,0,0,COUNTER NOT WORKING
LOS,2019,2018-12-12,OGR-2018-346-LT1,Wednesday,50,50,10:15,1.5,34,CON,CON,,11,,"1''9"".45",0,0,0,0,0,0,,0,0,0,50,10,10,30,0,0,0,3,0,,10,10,20,6,0,6,5,0,5,0,1,0,0,0,0,0,5,5,0,3,3,COUNTER NOT WORKING
LOS,2019,2018-12-13,OGR-2018-347-LT1,Thursday,50,50,13:40,2,33,CON,CON,,0,,"1''3"".63",0,0,0,0,0,0,,0,0,0,25,10,10,5,0,0,0,2,0,,10,10,20,3,2,5,7,3,4,0,4,0,0,0,0,3,4,7,0,3,3,COUNTER NOT WORKING
LOS,2019,2018-12-14,OGR-2018-348-LT1,Friday,50,50,09:20,0,31,CON,CON,,,,"1''2"".63",0,0,0,0,0,0,,0,0,0,22,19,0,2,0,1,0,0,0,,19,0,19,3,3,6,6,0,6,0,5,0,0,0,0,0,6,6,1,2,3,
LOS,2019,2018-12-15,OGR-2018-349-LT1,Saturday,50,50,10:10,1.5,33,CON,CON,,4104,,"1''5"".27",1,0,0,0,0,0,,0,0,0,16,10,0,5,0,1,0,0,0,,0,0,0,7,0,7,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,
LOS,2019,2018-12-16,OGR-2018-350-LT1,Sunday,50,50,10:50,2,33,CON,CON,,4188,,"1''5"".68",0,0,0,0,0,0,,0,0,0,4,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,1,1,
LOS,2019,2018-12-17,OGR-2018-351-LT1,Monday,51,50,11:30,3,36,CON,CON,,4066,,"1''1"".04",0,0,0,0,0,0,,0,0,0,20,20,0,0,0,0,0,0,0,,20,0,20,0,0,0,3,2,1,0,2,0,0,0,0,2,1,3,0,0,0,
LOS,2019,2018-12-18,OGR-2018-352-LT1,Tuesday,51,51,10:00,2.5,55,CON,CON,,3910,,"1''3"".88",0,0,0,0,0,0,,0,0,0,19,1,16,0,0,2,0,0,0,,1,16,17,8,0,8,2,2,0,0,2,0,0,0,0,2,0,2,0,0,0,
LOS,2019,2018-12-19,OGR-2018-353-LT1,Wednesday,51,51,12:15,3.5,47,INT/STR,INT,,294,,"1''5"".27",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAP WAS STOPPED BY STICK JAM. REMOVED AND RESTRTED TRAP
LOS,2019,2018-12-20,No File,Thursday,51,51,09:45,2,42,CON,CON,,3653,,"1''2"".63",1,0,0,0,0,0,,0,0,0,11,0,0,11,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
LOS,2019,2018-12-21,OGR-2018-355-LT1,Friday,51,51,09:45,2,40,CON/STP,CON,STP,4069,,,0,0,0,0,0,0,,0,0,0,5,0,0,4,0,1,0,0,0,,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,TRAP STOPPED FOR HOLIDAY
LOS,2019,2019-03-22,,Friday,12,12,10:50,,47.7,STR,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2019-03-23,OGR-2019-082-LT1,Saturday,12,12,11:45,5,54.2,CON,CON,,315,,01'32.07,0,0,0,0,0,0,,0,0,0,19,19,0,0,0,0,0,2,0,0,19,0,19,0,0,0,5,2,3,0,5,0,0,0,0,2,3,5,0,0,0,
LOS,2019,2019-03-24,OGR-2019-083-LT1,Sunday,12,12,12:15,5,66.5,CON,CON,,2947,,01'23.16,0,0,0,0,0,0,,0,0,0,23,22,0,1,0,0,0,4,1,0,22,0,22,3,0,3,2,1,1,0,2,0,0,0,0,1,1,2,0,1,1,
LOS,2019,2019-03-25,OGR-2019-084-LT1,Monday,12,12,10:00,2.5,60,CON,CON,,,,01'12.95,0,0,0,0,0,0,,0,0,0,29,28,0,1,0,1,0,6,1,0,28,0,28,4,0,4,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,
LOS,2019,2019-03-26,OGR-2019-085-LT1,Tuesday,13,12,09:10,4,69.2,CAL,CAL,,2005,,01'24.52,0,0,0,0,0,0,,0,0,0,31,28,0,1,0,2,0,4,0,0,20,0,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Cone lowered two blocks.
LOS,2019,2019-03-27,OGR-2019-086-LT1,Wednesday,13,13,09:00,3.5,68.9,CAL,CAL,,2437,,01'24.75,0,0,0,0,0,0,,0,0,0,10,8,0,0,0,2,0,0,0,0,8,0,8,1,0,1,3,0,3,0,3,0,0,0,0,0,3,3,0,0,0,
LOS,2019,2019-03-28,OGR-2019-087-LT1,Thursday,13,13,09:00,4,70.3,CAL/STP,CAL,STP,4380,,,0,0,0,0,0,0,,0,0,0,12,12,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trap Shut down for coho release 
LOS,2019,2019-03-31,,Sunday,13,13,,,,,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2019-04-01,OGR-2019-091-LT1,Monday,13,13,09:00,4,65.7,STR/CAL,CAL,,1754,,01'16.82,0,0,1254,0,0,16,,0,0,0,53,50,0,0,0,3,0,5,0,0,30,0,30,0,0,0,6,1,5,0,6,0,0,0,0,1,5,6,0,0,0,
LOS,2019,2019-04-02,OGR-2019-092-LT1,Tuesday,14,13,09:00,4,68.7,CAL/STP,CAL,STP,3242,,01'17.05,0,0,1141,2,0,0,,0,0,0,41,41,0,0,0,0,0,5,0,0,0,0,0,4,0,4,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,
LOS,2019,2019-04-06,,Saturday,14,14,,,,,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2019-04-07,OGR-2019-097-LT1,Sunday,14,14,09:00,4.5,115,STR/CAL,CAL,,2955,,01'31.04,0,0,207,0,1,49,,0,1,0,22,22,0,0,0,0,0,3,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2019,2019-04-08,OGR-2019-098-LT1,Monday,14,14,19:56,5.5,368,SUB,SUB,,304,,,0,0,578,6,0,64,,0,1,0,26,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,9,0,5,9,0,0,0,0,0,0,0,0,0,0,CONE RASIED AFTER S4 DUE TO DEBRIS; MOVED UP 1M AND RIVER LEFT 1M 
LOS,2019,2019-04-09,OGR-2019-099-LT1,Tuesday,15,14,19:57,5.5,390,SUB,SUB,,,,00'17.65,0,0,1467,4,0,36,,0,0,0,31,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52,34,0,18,34,0,0,0,0,0,0,0,0,0,0,CONE RASIED AFTER S4 DUE TO DEBRIS
LOS,2019,2019-04-10,OGR-2019-100-LT1,Wednesday,15,15,09:00,3,286,CAL,CAL,,4265,,00'38.95,0,0,801,6,0,6,,0,0,0,25,23,0,0,0,2,0,0,0,0,23,0,23,0,0,0,21,8,13,0,20,0,0,0,0,8,13,21,0,0,0,
LOS,2019,2019-04-11,OGR-2019-101-LT1,Thursday,15,15,09:00,4.5,223,CAL,CAL,,6622,,00'45.50,0,0,198,0,0,1,,0,0,0,11,10,0,0,0,1,0,2,0,0,10,0,10,1,0,1,15,4,11,0,11,0,0,0,0,4,11,15,0,1,1,
LOS,2019,2019-04-12,OGR-2019-102-LT1,Friday,15,15,09:05,4,196,CAL,CAL,,5210,,00'53.50,0,0,83,0,0,1,,0,0,0,8,8,0,0,0,0,0,2,0,0,8,0,8,0,0,0,8,2,6,0,6,0,0,0,0,2,6,8,0,0,0,
LOS,2019,2019-04-13,OGR-2019-103-LT1,Saturday,15,15,10:20,5,165,CON,CON,,4381,,,0,0,44,2,0,1,,0,0,0,5,5,0,0,0,0,0,1,0,0,5,0,5,0,0,0,6,0,6,0,4,0,0,0,0,0,6,6,0,0,0,moved trap to river right about 1.5m 
LOS,2019,2019-04-14,OGR-2019-104-LT1,Sunday,15,15,09:45,4.5,161,CON,CON,,6776,,00'37.45,0,0,89,0,0,3,,0,0,0,8,8,0,0,0,0,0,2,0,0,8,0,8,0,0,0,2,0,2,0,1,0,0,0,0,0,2,2,0,1,0,
LOS,2019,2019-04-15,OGR-2019-105-LT1,Monday,15,15,13:30,6.5,138,CON,CON,,7591,,00'44.35,0,0,71,0,0,0,,0,0,0,11,9,0,0,0,2,0,2,0,0,9,0,9,2,0,2,2,0,2,0,1,0,0,0,0,0,2,2,0,1,1,
LOS,2019,2019-04-16,OGR-2019-106-LT1,Tuesday,16,15,10:50,5,130,CON,CON,,5272,,00'42.25,0,0,56,0,0,1,,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,2,0,0,0,3,0,3,0,2,0,0,0,0,0,3,3,0,0,0,
LOS,2019,2019-04-17,OGR-2019-107-LT1,Wednesday,16,16,10:45,6,120,CON,CON,,5365,,00'47.68,0,0,38,1,0,2,,0,0,0,4,4,0,0,0,0,0,1,0,0,4,0,4,0,0,0,5,0,5,0,1,0,0,0,0,0,5,5,0,0,0,
LOS,2019,2019-04-18,OGR-2019-108-LT1,Thursday,16,16,10:40,6.5,120,CON,CON,,5156,,00'51.74,0,0,25,0,0,0,,0,0,0,3,3,0,0,0,0,0,1,0,0,3,0,3,1,0,1,4,1,3,0,2,0,0,0,0,1,3,4,0,1,1,
LOS,2019,2019-04-19,OGR-2019-109-LT1,Friday,16,16,10:00,6.5,146,CON,CON,,5396,,00'40.79,0,0,44,0,0,0,,0,0,0,9,9,0,0,0,0,0,2,0,0,9,0,9,0,0,0,4,0,4,0,3,0,0,0,0,0,3,3,0,0,0,
LOS,2019,2019-04-20,OGR-2019-110-LT1,Saturday,16,16,08:49,6,403,CON,CON,,8227,,00'22.48,0,0,289,0,0,6,,0,0,0,37,37,0,0,0,0,0,4,0,0,37,0,37,1,0,1,13,6,7,0,7,0,0,0,0,6,7,13,0,0,0,Moved trap to river left about 2m
LOS,2019,2019-04-21,OGR-2019-111-LT1,Sunday,16,16,09:00,4.5,429,CAL,CAL,,16766,,00'32.95,0,0,710,1,0,1,,0,1,0,13,13,0,0,0,0,0,2,0,0,13,0,13,6,0,6,19,10,9,0,10,0,0,0,0,10,9,19,1,1,2,
LOS,2019,2019-04-22,OGR-2019-112-LT1,Monday,16,16,09:00,4,361,CAL,CAL,,7430,,00'33.70,0,0,206,0,0,0,,0,0,0,6,5,0,0,0,1,0,1,0,0,5,0,5,3,0,3,7,1,6,0,2,0,0,0,0,1,6,7,1,1,2,REVS NOT RESET
LOS,2019,2019-04-23,OGR-2019-113-LT1,Tuesday,17,16,09:00,6,339,CAL/STP,CAL,STP,14669,,,1,0,62,0,0,0,,0,0,0,6,5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRAP STOPPED FOR CHINOOK RELEASE
LOS,2019,2019-04-25,,Thursday,17,17,,,,,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2019-04-26,OGR-2019-116-LT1,Friday,17,17,21:00,7,448,STR/SUB,SUB,,,,,0,0,52,0,0,5,,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,3,0,0,0,0,0,0,0,0,0,0,CONE MOVED RIVER RIGHT 1.5M 
LOS,2019,2019-04-27,OGR-2019-117-LT1,Saturday,17,17,20:22,8,405,SUB,SUB,,,,00'23.38,1,0,245,2,0,3,,0,0,0,4,4,0,0,0,0,0,1,0,0,4,0,4,0,0,0,14,9,5,0,12,0,0,0,0,9,5,14,0,0,0,
LOS,2019,2019-04-28,OGR-2019-118-LT1,Sunday,17,17,09:00,3.5,326,CAL,CAL,,10654,,00'25.06,0,0,335,1,0,3,,0,0,0,6,5,0,1,0,0,0,2,1,0,5,0,5,0,0,0,4,2,2,0,3,0,0,0,0,2,2,4,0,1,1,
LOS,2019,2019-04-29,OGR-2019-119-LT1,Monday,17,17,09:10,2.5,301,CAL,CAL,,10279,,00'25.71,0,0,231,1,1,0,,0,0,0,5,5,0,0,0,0,0,1,0,0,5,0,5,0,0,0,4,1,3,0,3,0,0,0,0,1,3,4,0,0,0,
LOS,2019,2019-04-30,OGR-2019-120-LT1,Tuesday,18,17,09:00,3,269,CAL,CAL,,,,00'25.25,1,0,176,0,0,2,,0,0,0,7,7,0,0,0,0,0,2,0,0,7,0,7,0,0,0,7,2,5,0,3,0,0,0,0,2,5,7,0,0,0,
LOS,2019,2019-05-01,OGR-2019-121-LT1,Wednesday,18,18,11:15,5,208,CON,CON,,10480,,00'28.27,0,0,287,1,0,1,,0,0,0,7,7,0,0,0,0,0,2,0,0,7,0,7,2,0,2,8,2,6,0,7,0,0,0,0,2,6,8,0,0,0,
LOS,2019,2019-05-02,OGR-2019-122-LT1,Thursday,18,18,11:00,5.5,189,CON,CON,,9087,,00'29.13,0,0,121,1,0,0,,0,0,0,14,14,0,0,0,0,0,2,0,0,14,0,14,1,0,1,10,0,10,0,3,0,0,0,0,0,10,10,0,0,0,
LOS,2019,2019-05-03,OGR-2019-123-LT1,Friday,18,18,09:15,4.5,186,CON,CON,,8214,,00'29.45,1,0,128,0,0,0,,0,0,0,8,7,0,0,0,1,1,1,0,1,7,0,7,3,0,3,5,1,4,0,3,0,0,0,0,1,4,5,0,0,0,1 PIT RE WCHS BUT PREDATION 
LOS,2019,2019-05-04,OGR-2019-124-LT1,Saturday,18,18,10:00,6,186,CON,CON,,8827,,00'30.03,0,0,166,0,0,0,,0,0,0,6,6,0,0,0,0,0,1,0,0,6,0,6,2,0,2,7,2,5,0,2,0,0,0,0,2,5,7,0,0,0,
LOS,2019,2019-05-05,OGR-2019-125-LT1,Sunday,18,18,10:00,6.5,243,CON,CON,,9078,,00'27.00,0,0,163,1,0,1,,0,0,0,6,6,0,0,0,0,0,1,0,0,6,0,6,1,0,1,8,3,5,0,4,0,0,0,0,3,5,8,0,0,0,
LOS,2019,2019-05-06,OGR-2019-126-LT1,Monday,18,18,10:30,7,282,CON,CON,,10243,,00'24.57,1,0,265,0,0,2,,0,0,0,5,4,0,0,0,1,0,1,0,0,4,0,4,2,0,2,20,13,6,1,11,0,0,0,0,13,6,19,1,0,1,
LOS,2019,2019-05-07,OGR-2019-127-LT1,Tuesday,19,18,09:30,5.5,326,CON,CON,,10004,,00'24.23,0,0,305,0,1,8,,0,0,0,7,7,0,0,0,0,0,2,0,0,7,0,7,0,0,0,16,11,4,1,11,0,0,0,0,11,4,15,0,0,0,
LOS,2019,2019-05-08,OGR-2019-128-LT1,Wednesday,19,19,10:15,6,339,CON,CON,,10934,,00'23.54,0,0,313,2,0,0,,0,0,0,5,4,0,0,0,1,0,1,0,0,4,0,4,0,0,0,10,7,2,1,4,0,0,1,0,7,2,9,1,0,1,
LOS,2019,2019-05-09,OGR-2019-129-LT1,Thursday,19,19,10:20,6,347,CON,CON,,11263,,00'23.16,1,0,314,4,0,1,,0,0,0,9,9,0,0,0,0,0,2,0,0,9,0,9,1,0,1,13,6,7,0,3,0,0,0,0,6,7,13,1,0,1,
LOS,2019,2019-05-10,OGR-2019-130-LT1,Friday,19,19,09:05,5,378,CON,CON,,10855,,00'22.20,1,0,349,2,0,0,,0,0,0,4,4,0,0,0,0,0,1,0,0,4,0,4,0,0,0,9,4,4,1,0,0,0,1,0,4,4,8,0,1,1,
LOS,2019,2019-05-11,OGR-2019-131-LT1,Saturday,19,19,10:45,7,405,CON,CON,,12540,,00'23.27,0,0,571,3,0,7,,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,2,2,0,2,12,9,2,1,6,0,0,0,0,9,2,11,0,0,0,
LOS,2019,2019-05-12,OGR-2019-132-LT1,Sunday,19,19,10:30,6.5,488,CON,CON,,11750,,00'22.61,2,0,541,0,1,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,20,16,3,1,9,0,0,0,0,16,3,19,1,1,2,
